,gang_num_fcijk,worker_num_fcijk,vector_num_fcijk,Mean Squared Calc Time,Mean Squared Rmass Error,Mean Squared Rmom Error,Mean Squared Rener Error
24,282624,1,480,0.0009464459683666,5.535716870125336e-59,3.825334571112939e-51,9.394970979951801e-50
25,17920,1,128,0.0007616624226333,8.243902942390907e-59,5.80927199406604e-51,1.427975644663186e-49
26,326656,1,544,999998000001.0,999998000001.0,999998000001.0,999998000001.0
27,368128,1,704,999998000001.0,999998000001.0,999998000001.0,999998000001.0
28,382976,1,512,0.0009832435598999,5.253594180735442e-59,3.8557003039526914e-51,9.241704430705549e-50
29,230912,1,64,0.0008395000846666,9.454330546316073e-59,6.690544376091799e-51,1.6928521876243536e-49
30,58880,1,192,0.0008752717819666,6.634909348449762e-59,4.981417035177144e-51,1.1801368150932346e-49
31,14848,1,32,0.0008543240348666,1.4892456229050337e-58,9.990949538708653e-51,2.7566770014199378e-49
32,124416,1,448,0.0010087009083333,5.40479038434116e-59,3.81982699358423e-51,9.334164550343669e-50
33,477184,1,512,0.0010287804625333,5.263030004841585e-59,3.819259262228607e-51,9.330604725805522e-50
34,421376,1,1024,999998000001.0,999998000001.0,999998000001.0,999998000001.0
35,475136,1,864,999998000001.0,999998000001.0,999998000001.0,999998000001.0
36,174080,1,448,0.0010196314377999,5.543088144638431e-59,3.838278935149192e-51,9.438018704010644e-50
37,269312,1,480,0.0010137048428333,5.460327483842809e-59,3.859721203363847e-51,9.39696201501416e-50
38,163840,1,448,0.0010262621753666,5.398783285974065e-59,3.874018143819672e-51,9.364306058214057e-50
39,158208,1,64,0.0008231884296333,9.218175458004697e-59,6.663445649573402e-51,1.7045729165490714e-49
40,94208,1,64,0.0008337257032999,9.53686425082543e-59,6.699994934154915e-51,1.6495730405478755e-49
41,448512,1,384,0.0010004049645999,5.367638575823057e-59,3.875250267495821e-51,9.332001687529056e-50
42,18944,1,864,999998000001.0,999998000001.0,999998000001.0,999998000001.0
43,82944,1,448,0.0010506967930666,5.495366952770956e-59,3.819431519255829e-51,9.389082271081416e-50
44,18944,1,64,0.0008297565604333,9.327512911939402e-59,6.795116713732574e-51,1.6645969182112442e-49
45,14848,1,96,0.0007989961981333,8.389513287946772e-59,5.930009240269231e-51,1.484517770754888e-49
46,126976,1,544,999998000001.0,999998000001.0,999998000001.0,999998000001.0
47,27136,1,96,0.0008038333127999,8.364536484323139e-59,5.92195390510581e-51,1.4994826639545098e-49
48,318976,1,544,999998000001.0,999998000001.0,999998000001.0,999998000001.0
49,475648,1,128,0.0008356655112333,7.94292261500218e-59,5.710980666725184e-51,1.4142108731807583e-49
50,155648,1,800,999998000001.0,999998000001.0,999998000001.0,999998000001.0
51,214528,1,160,0.0008410445813999,7.3462604250442995e-59,5.212064498168468e-51,1.3112270466502769e-49
52,189952,1,448,0.0010168197281333,5.3736272885190425e-59,3.8682336275573503e-51,9.282447781282128e-50
53,409600,1,64,0.0008199500351333,9.56801580021669e-59,6.701064110589388e-51,1.6806766193399702e-49
54,437760,1,64,0.0008520715902666,9.68148447987803e-59,6.707248230451955e-51,1.727158779065589e-49
55,318464,1,544,999998000001.0,999998000001.0,999998000001.0,999998000001.0
56,65024,1,384,0.0010151661560999,5.419758986580784e-59,3.86485548325401e-51,9.542414071190048e-50
57,502784,1,32,0.0008487572181666,1.533283931865184e-58,1.0004936295600561e-50,2.7699847475534523e-49
58,105472,1,32,0.0008413593559333,1.5242493972454476e-58,9.8922773644053e-51,2.716103902033828e-49
59,198144,1,448,0.0010442859146999,5.353237972421858e-59,3.8574011941525e-51,9.463348432052722e-50
60,28672,1,32,0.0008237654722999,1.5118854208553944e-58,1.0026330541556224e-50,2.734434326450724e-49
61,13312,1,224,0.0008358515117999,6.4128315064537175e-59,4.5928299499457627e-51,1.1256826076372075e-49
62,262144,1,480,0.0010343894744999,5.453260419272793e-59,3.888990327652393e-51,9.51401119416118e-50
63,222720,1,448,0.0010319830754999,5.56980356104155e-59,3.803785941621572e-51,9.393828993076484e-50
64,215040,1,448,0.0010133254230999,5.403118675702979e-59,3.8511891565060127e-51,9.5281590608904e-50
65,512000,1,256,0.0008782484541333,6.334036318359019e-59,4.598222829738129e-51,1.1355442793155429e-49
66,14848,1,224,0.0007652998864666,6.532225337556364e-59,4.589599712112841e-51,1.1378336778810722e-49
67,312832,1,64,0.0007806875000333,9.387666192916617e-59,6.63699002188156e-51,1.6707080429008541e-49
68,14848,1,480,0.0008524148999333,5.395603660531325e-59,3.888347099855526e-51,9.370513654042425e-50
69,14848,1,128,0.0007554103806999,7.935981150452327e-59,5.815821759205905e-51,1.4306561559281224e-49
70,25600,1,416,0.0008628787261999,5.346968064309737e-59,3.837563232402562e-51,9.228785244243625e-50
71,444928,1,832,999998000001.0,999998000001.0,999998000001.0,999998000001.0
72,23552,1,480,0.0008546664347333,5.5670881655862285e-59,3.8846107155695794e-51,9.666579568902104e-50
73,268288,1,1024,999998000001.0,999998000001.0,999998000001.0,999998000001.0
74,191488,1,384,0.0009078425831999,5.360475780516294e-59,3.893245389586871e-51,9.51336458764536e-50
75,35328,1,64,0.0007511756121999,9.360995346249549e-59,6.774015198936461e-51,1.6815797802647322e-49
76,13312,1,64,0.0007512159265333,9.317803089502176e-59,6.757575517252869e-51,1.6991257537422336e-49
77,69632,1,32,0.0007783696554999,1.4957400416053108e-58,1.000931351487916e-50,2.7477806799854554e-49
78,135680,1,1024,999998000001.0,999998000001.0,999998000001.0,999998000001.0
79,460800,1,32,0.0007736678357666,1.4831426822927531e-58,1.0025226891593773e-50,2.687841759510872e-49
80,403968,1,576,999998000001.0,999998000001.0,999998000001.0,999998000001.0
